route_key,window_start,window_end,precipitation_sum_json,windspeed_max_json,api_call_timestamp
HUB03-HUB05,2025-12-29,2025-12-31,"[0.0, 0.0, 1.0]","[14.3, 19.9, 25.1]",2026-08-14 06:28:39.008797
HUB11-HUB17,2024-08-13,2024-08-15,"[12.2, 18.4, 0.0]","[24.4, 22.1, 6.3]",2026-08-14 06:28:39.008932
HUB12-HUB11,2025-11-07,2025-11-08,"[0.0, 0.3]","[40.9, 17.7]",2026-08-14 06:28:39.009056
HUB09-HUB14,2023-04-02,2023-04-04,"[0.8, 0.8, 0.8]","[12.8, 16.4, 10.3]",2026-08-14 06:28:39.009225
HUB12-HUB09,2024-05-27,2024-05-31,"[0.5, 0.2, 0.0, 31.0, 8.5]","[10.0, 17.6, 16.4, 10.8, 15.4]",2026-08-14 06:28:39.009395
HUB17-HUB12,2024-03-23,2024-03-25,"[None, 0.5, 0.0]","[7.6, 0.1, 28.7]",2026-08-14 06:28:39.009533
HUB11-HUB15,2025-12-12,2025-12-14,"[0.2, 0.0, 0.2]","[28.6, 16.7, 20.7]",2026-08-14 06:28:39.009684
HUB07-HUB05,2024-01-21,2024-01-22,"[0.1, 0.0]","[13.5, 10.7]",2026-08-14 06:28:39.009809
HUB12-HUB14,2025-10-28,2025-10-30,"[0.0, 0.8, 0.1]","[13.2, 4.4, 21.5]",2026-08-14 06:28:39.009942
HUB16-HUB09,2024-06-02,2024-06-04,"[1.0, 1.5, 0.1]","[16.9, 17.1, 18.8]",2026-08-14 06:28:39.010120
HUB12-HUB05,2023-07-23,2023-07-27,"[0.0, 5.9, 0.0, 0.8, 37.2]","[11.9, 10.7, 17.0, 14.6, 13.4]",2026-08-14 06:28:39.010315
HUB09-HUB07,2023-03-09,2023-03-11,"[0.0, 0.3, None]","[6.8, 15.5, 16.3]",2026-08-14 06:28:39.010456
HUB03-HUB15,2024-05-26,2024-05-28,"[1.0, 39.9, 0.0]","[16.5, 19.1, 19.1]",2026-08-14 06:28:39.010605
HUB13-HUB17,2025-07-18,2025-07-20,"[9.4, 35.0, 0.0]","[20.1, 18.9, 2.9]",2026-08-14 06:28:39.010746
HUB15-HUB18,2024-06-13,2024-06-15,"[0.0, 0.0, 0.0]","[14.8, 13.0, 15.7]",2026-08-14 06:28:39.010880
HUB10-HUB02,2023-09-10,2023-09-13,"[53.5, 24.6, 5.9, 4.2]","[20.2, 7.4, 11.1, 19.8]",2026-08-14 06:28:39.011023
HUB12-HUB08,2024-04-01,2024-04-05,"[0.9, 0.0, 0.8, 1.4, 1.4]","[12.8, 13.1, 12.2, 15.4, 13.0]",2026-08-14 06:28:39.011210
HUB02-HUB09,2024-03-04,2024-03-07,"[0.3, 1.0, 0.4, 0.7]","[14.0, 16.5, 11.6, 11.9]",2026-08-14 06:28:39.011366
HUB18-HUB10,2023-06-22,2023-06-26,"[1.0, 91.0, 25.2, 11.8, 0.2]","[6.2, 21.7, 22.7, 31.6, 26.5]",2026-08-14 06:28:39.011524
HUB08-HUB05,2023-06-30,2023-07-01,"[0.0, 0.0]","[12.6, 13.0]",2026-08-14 06:28:39.011666
HUB16-HUB11,2024-05-22,2024-05-24,"[0.3, 0.0, 0.1]","[19.4, 13.9, 31.3]",2026-08-14 06:28:39.011806
HUB13-HUB10,2023-08-26,2023-08-29,"[0.0, 25.7, 35.9, 45.3]","[15.0, 17.4, 21.4, 21.5]",2026-08-14 06:28:39.011952
HUB13-HUB02,2023-01-23,2023-01-25,"[0.0, 0.4, 1.1]","[4.8, 21.4, 12.9]",2026-08-14 06:28:39.012086
HUB05-HUB09,2024-05-07,2024-05-08,"[0.8, 0.3]","[16.6, 13.5]",2026-08-14 06:28:39.012266
HUB05-HUB16,2024-01-02,2024-01-04,"[0.0, 0.0, 0.0]","[14.8, 12.6, 19.5]",2026-08-14 06:28:39.012408
HUB06-HUB13,2025-06-24,2025-06-28,"[20.0, 0.9, 47.3, 0.4, 0.4]","[18.0, 13.4, 11.2, 12.9, 12.3]",2026-08-14 06:28:39.012570
HUB05-HUB09,2023-02-26,2023-02-27,"[1.3, 0.0]","[12.9, 18.1]",2026-08-14 06:28:39.012702
HUB13-HUB15,2025-11-10,2025-11-12,"[0.4, 0.4, 0.0]","[14.0, 16.7, 22.3]",2026-08-14 06:28:39.012838
HUB03-HUB16,2024-12-21,2024-12-22,"[0.5, 1.0]","[16.4, 10.8]",2026-08-14 06:28:39.012962
HUB14-HUB16,2024-08-01,2024-08-03,"[58.4, 35.6, 0.0]","[16.5, 15.9, 20.7]",2026-08-14 06:28:39.013095
HUB03-HUB18,2024-07-07,2024-07-08,"[0.0, 15.5]","[16.2, 26.0]",2026-08-14 06:28:39.013254
HUB10-HUB17,2025-02-11,2025-02-13,"[0.0, 0.0, 1.1]","[17.9, 4.9, 8.7]",2026-08-14 06:28:39.013393
HUB06-HUB04,2024-02-24,2024-02-26,"[0.5, 0.4, 1.4]","[21.0, 24.1, 1.8]",2026-08-14 06:28:39.013529
HUB14-HUB02,2024-11-17,2024-11-18,"[1.1, 0.0]","[20.9, 16.9]",2026-08-14 06:28:39.013668
HUB06-HUB04,2024-11-08,2024-11-10,"[0.7, 0.0, 0.5]","[30.2, 18.1, 22.9]",2026-08-14 06:28:39.013804
HUB16-HUB02,2023-06-17,2023-06-18,"[0.4, 23.3]","[7.1, 16.3]",2026-08-14 06:28:39.013928
HUB16-HUB12,2025-02-06,2025-02-09,"[0.0, 0.0, 0.0, 1.2]","[14.5, 15.5, 14.2, 11.4]",2026-08-14 06:28:39.014121
HUB10-HUB05,2024-07-14,2024-07-17,"[1.0, 1.1, 0.2, 0.4]","[12.7, 14.5, 9.9, 9.5]",2026-08-14 06:28:39.014305
HUB01-HUB11,2024-10-14,2024-10-16,"[0.3, 0.0, 0.3]","[22.5, 20.6, 22.9]",2026-08-14 06:28:39.014444
HUB13-HUB09,2023-11-23,2023-11-27,"[0.1, 0.9, 0.0, 1.3, 0.0]","[14.8, 18.2, 9.3, 10.0, 21.0]",2026-08-14 06:28:39.014611
HUB13-HUB05,2025-12-21,2025-12-25,"[0.9, 0.0, 0.2, 1.2, 0.7]","[13.4, 12.0, 7.8, 12.7, 17.3]",2026-08-14 06:28:39.014772
HUB01-HUB09,2023-07-03,2023-07-05,"[0.0, 7.2, 0.3]","[11.2, 17.4, 16.7]",2026-08-14 06:28:39.014910
HUB11-HUB14,2025-06-22,2025-06-23,"[8.1, 3.0]","[16.7, 15.8]",2026-08-14 06:28:39.015034
HUB01-HUB17,2025-02-24,2025-02-27,"[0.1, 1.1, 0.3, 0.0]","[15.8, 14.5, 22.0, 29.6]",2026-08-14 06:28:39.015205
HUB05-HUB15,2023-08-13,2023-08-15,"[12.2, 0.3, 38.0]","[6.2, 10.5, 14.3]",2026-08-14 06:28:39.015352
HUB11-HUB18,2025-09-24,2025-09-27,"[0.8, 0.0, 1.2, 6.3]","[7.7, 23.5, 11.6, 7.7]",2026-08-14 06:28:39.015501
HUB09-HUB08,2023-02-11,2023-02-12,"[None, 0.6]","[4.6, 11.6]",2026-08-14 06:28:39.015639
HUB12-HUB07,2025-04-09,2025-04-14,"[1.1, 1.0, 0.0, 0.2, 0.5, 0.5]","[10.9, 22.1, 11.5, 9.9, 9.6, 13.1]",2026-08-14 06:28:39.015816
HUB08-HUB14,2025-09-18,2025-09-20,"[0.4, 0.4, 1.4]","[16.0, 10.7, 14.2]",2026-08-14 06:28:39.015958
HUB06-HUB18,2024-11-11,2024-11-13,"[0.0, 0.9, 0.0]","[16.9, 19.5, 15.5]",2026-08-14 06:28:39.016100
HUB02-HUB03,2025-12-09,2025-12-10,"[0.7, 1.3]","[25.5, 24.3]",2026-08-14 06:28:39.016343
HUB12-HUB05,2025-06-05,2025-06-09,"[5.4, 0.7, 0.1, 0.0, 2.0]","[12.3, 11.6, 15.8, 18.8, 8.7]",2026-08-14 06:28:39.016529
HUB10-HUB01,2023-09-07,2023-09-10,"[0.3, 30.1, 0.0, 0.2]","[9.9, 28.0, 12.9, 13.2]",2026-08-14 06:28:39.016708
HUB02-HUB04,2024-04-03,2024-04-04,"[0.1, 0.0]","[16.8, 2.7]",2026-08-14 06:28:39.016840
HUB03-HUB07,2024-10-09,2024-10-11,"[0.6, 0.0, 0.8]","[11.5, 10.3, 12.2]",2026-08-14 06:28:39.016975
HUB14-HUB13,2025-07-10,2025-07-11,"[2.0, 19.6]","[19.1, 7.3]",2026-08-14 06:28:39.017101
HUB15-HUB12,2025-03-19,2025-03-22,"[8.4, 0.0, 0.3, 0.5]","[3.8, 0.3, 16.5, 18.7]",2026-08-14 06:28:39.017294
HUB07-HUB17,2024-12-14,2024-12-17,"[0.9, 0.0, 0.3, 0.0]","[20.8, 20.0, 28.2, 29.6]",2026-08-14 06:28:39.017443
HUB18-HUB07,2024-12-07,2024-12-09,"[0.6, 0.9, 0.6]","[12.0, 11.8, 15.2]",2026-08-14 06:28:39.017593
HUB11-HUB15,2023-06-26,2023-06-28,"[4.9, 0.1, 5.7]","[14.7, 10.6, 12.3]",2026-08-14 06:28:39.017737
HUB10-HUB15,2024-01-10,2024-01-13,"[0.3, 0.0, 0.0, 0.4]","[17.6, 9.2, 8.5, 4.4]",2026-08-14 06:28:39.017885
HUB18-HUB17,2025-03-14,2025-03-16,"[0.8, 0.0, 0.7]","[14.9, 26.4, 27.4]",2026-08-14 06:28:39.018028
HUB12-HUB11,2024-10-11,2024-10-12,"[None, 3.9]","[11.6, 29.0]",2026-08-14 06:28:39.018233
HUB10-HUB11,2025-10-02,2025-10-05,"[0.6, 3.6, 25.2, 19.3]","[28.7, 26.9, 25.5, 26.7]",2026-08-14 06:28:39.018388
HUB03-HUB04,2024-07-01,2024-07-02,"[0.0, 28.2]","[13.4, 15.3]",2026-08-14 06:28:39.018524
HUB10-HUB16,2025-03-05,2025-03-08,"[0.0, 0.6, 0.0, 0.9]","[17.2, 17.0, 9.9, 4.9]",2026-08-14 06:28:39.018686
HUB06-HUB17,2024-11-06,2024-11-10,"[0.0, 0.4, 0.0, 1.0, 0.6]","[7.2, 30.8, 40.3, 28.2, 26.4]",2026-08-14 06:28:39.018844
HUB02-HUB06,2024-08-23,2024-08-26,"[0.0, 1.0, 5.0, 0.0]","[13.5, 12.7, 15.3, 10.2]",2026-08-14 06:28:39.018991
HUB10-HUB06,2024-10-25,2024-10-28,"[0.0, 0.7, 0.8, 0.3]","[11.0, 9.9, 21.7, 14.6]",2026-08-14 06:28:39.019157
HUB01-HUB02,2023-10-19,2023-10-20,"[None, 0.0]","[11.5, 17.6]",2026-08-14 06:28:39.019295
HUB17-HUB14,2023-01-17,2023-01-18,"[0.0, 0.4]","[14.2, 14.3]",2026-08-14 06:28:39.019419
HUB17-HUB10,2024-07-22,2024-07-24,"[33.1, 29.3, 5.2]","[1.4, 2.8, 6.3]",2026-08-14 06:28:39.019554
HUB14-HUB06,2024-11-03,2024-11-06,"[1.5, 0.5, 1.0, 0.0]","[16.9, 13.9, 11.8, 19.8]",2026-08-14 06:28:39.019715
HUB16-HUB18,2023-02-08,2023-02-09,"[0.4, 0.9]","[11.8, 26.8]",2026-08-14 06:28:39.019842
HUB15-HUB04,2025-06-06,2025-06-08,"[1.4, 0.2, 0.5]","[18.7, 6.9, 7.4]",2026-08-14 06:28:39.019979
HUB15-HUB12,2024-03-14,2024-03-17,"[0.5, 0.8, 0.1, 2.2]","[16.3, 25.7, 11.4, 16.3]",2026-08-14 06:28:39.020146
HUB03-HUB02,2025-10-02,2025-10-03,"[0.7, 0.0]","[11.4, 16.2]",2026-08-14 06:28:39.020287
HUB18-HUB14,2024-12-13,2024-12-15,"[0.0, 0.0, 0.6]","[15.4, 16.6, 19.2]",2026-08-14 06:28:39.020421
HUB05-HUB01,2023-12-24,2023-12-27,"[0.0, 0.0, 0.2, 0.4]","[15.5, 22.3, 16.6, 11.4]",2026-08-14 06:28:39.020573
HUB02-HUB17,2023-05-27,2023-05-30,"[0.4, 0.0, 0.1, 0.0]","[25.0, 46.9, 39.1, 17.7]",2026-08-14 06:28:39.020732
HUB16-HUB09,2023-11-29,2023-12-01,"[0.0, 0.2, 0.8]","[14.8, 14.4, 13.6]",2026-08-14 06:28:39.020867
HUB14-HUB15,2023-04-25,2023-04-26,"[20.3, 0.2]","[18.3, 21.3]",2026-08-14 06:28:39.020995
HUB11-HUB04,2023-01-08,2023-01-11,"[0.4, 0.0, 0.4, 1.9]","[8.6, 29.5, 17.9, 6.0]",2026-08-14 06:28:39.021161
HUB03-HUB11,2024-01-22,2024-01-25,"[0.0, 1.4, 0.0, 0.0]","[4.7, 2.1, 10.0, 9.8]",2026-08-14 06:28:39.021328
HUB06-HUB02,2025-02-14,2025-02-17,"[0.0, 0.5, 0.8, 3.9]","[10.0, 24.9, 14.5, 9.4]",2026-08-14 06:28:39.021474
HUB12-HUB15,2023-05-16,2023-05-19,"[0.0, 1.4, 0.0, 0.4]","[23.1, 20.3, 22.5, 23.7]",2026-08-14 06:28:39.021635
HUB13-HUB01,2023-08-07,2023-08-09,"[0.3, 18.5, 5.9]","[9.9, 14.4, 10.2]",2026-08-14 06:28:39.021779
HUB13-HUB07,2025-11-07,2025-11-11,"[0.0, 0.6, 1.3, 0.6, 0.0]","[15.5, 13.2, 15.9, 12.4, 13.6]",2026-08-14 06:28:39.021937
HUB05-HUB18,2025-02-17,2025-02-19,"[0.3, None, 0.1]","[16.0, 6.2, 8.5]",2026-08-14 06:28:39.022121
HUB13-HUB11,2023-04-03,2023-04-04,"[1.9, 0.5]","[12.9, 11.1]",2026-08-14 06:28:39.022292
HUB02-HUB08,2023-06-02,2023-06-04,"[0.4, 0.4, 0.0]","[9.4, 18.7, 15.5]",2026-08-14 06:28:39.022431
HUB05-HUB16,2023-02-08,2023-02-10,"[0.0, 0.1, 0.9]","[19.9, 16.4, 13.7]",2026-08-14 06:28:39.022575
HUB01-HUB03,2023-12-02,2023-12-03,"[0.7, 0.4]","[22.8, 27.2]",2026-08-14 06:28:39.022708
HUB16-HUB08,2024-05-12,2024-05-13,"[0.0, 2.8]","[14.9, 17.4]",2026-08-14 06:28:39.022834
HUB07-HUB14,2023-01-17,2023-01-21,"[None, 0.4, 0.8, 0.0, 0.0]","[25.3, 16.0, 20.8, 9.5, 20.0]",2026-08-14 06:28:39.022990
HUB11-HUB15,2025-09-01,2025-09-03,"[0.8, 28.1, 0.0]","[13.7, 10.0, 6.5]",2026-08-14 06:28:39.023155
HUB01-HUB13,2024-06-14,2024-06-16,"[0.5, 0.7, 18.3]","[12.2, 14.2, 10.3]",2026-08-14 06:28:39.023308
HUB17-HUB14,2023-05-04,2023-05-05,"[0.0, 0.0]","[12.0, 19.9]",2026-08-14 06:28:39.023465
HUB08-HUB03,2024-02-10,2024-02-12,"[0.0, 0.5, 0.9]","[12.0, 12.6, 18.2]",2026-08-14 06:28:39.023614
HUB09-HUB06,2023-12-19,2023-12-20,"[0.0, 0.3]","[13.9, 5.7]",2026-08-14 06:28:39.023745
HUB07-HUB14,2024-01-03,2024-01-07,"[0.0, 0.2, 1.3, 1.7, 0.0]","[13.5, 16.1, 12.2, 6.7, 13.5]",2026-08-14 06:28:39.023899
HUB07-HUB12,2023-11-08,2023-11-13,"[0.3, 0.9, 0.1, 1.0, 1.2, 0.0]","[18.7, 21.7, 21.0, 20.8, 25.8, 17.5]",2026-08-14 06:28:39.024063
HUB06-HUB18,2024-11-25,2024-11-27,"[0.0, 0.4, 0.3]","[28.9, 19.2, 23.1]",2026-08-14 06:28:39.024239
HUB17-HUB08,2023-07-12,2023-07-15,"[1.4, 12.1, 6.9, 0.0]","[18.4, 12.6, 19.0, 16.7]",2026-08-14 06:28:39.024395
HUB02-HUB18,2025-10-10,2025-10-11,"[0.8, 0.0]","[15.2, 12.5]",2026-08-14 06:28:39.024520
HUB15-HUB07,2025-06-30,2025-07-02,"[None, 0.8, 1.0]","[17.0, 18.2, 13.3]",2026-08-14 06:28:39.024679
HUB05-HUB04,2023-04-23,2023-04-26,"[0.2, 0.2, 0.7, 1.1]","[16.4, 6.6, 23.0, 2.8]",2026-08-14 06:28:39.024864
HUB02-HUB13,2023-01-22,2023-01-24,"[0.0, 0.0, 0.7]","[15.4, 22.4, 9.5]",2026-08-14 06:28:39.025000
HUB16-HUB05,2025-03-29,2025-03-31,"[0.0, 0.1, 0.0]","[16.8, 17.0, 11.7]",2026-08-14 06:28:39.025155
HUB08-HUB03,2023-05-04,2023-05-06,"[0.3, 0.1, 1.0]","[31.7, 25.1, 16.6]",2026-08-14 06:28:39.025310
HUB17-HUB15,2025-03-10,2025-03-12,"[0.3, 0.0, 0.6]","[12.7, 12.9, 9.3]",2026-08-14 06:28:39.025447
HUB02-HUB12,2024-01-06,2024-01-08,"[0.0, 0.0, 1.0]","[24.7, 0.8, 4.7]",2026-08-14 06:28:39.025593
HUB02-HUB09,2024-10-14,2024-10-16,"[0.6, 0.6, 0.1]","[14.8, 10.7, 17.4]",2026-08-14 06:28:39.025735
HUB16-HUB03,2023-06-11,2023-06-12,"[9.8, 0.2]","[7.5, 16.4]",2026-08-14 06:28:39.025861
HUB05-HUB04,2024-03-21,2024-03-24,"[0.5, 0.3, 0.9, 0.5]","[14.9, 7.8, 0.5, 8.7]",2026-08-14 06:28:39.026004
HUB09-HUB03,2024-11-03,2024-11-05,"[0.0, 0.6, 0.0]","[15.4, 15.4, 28.5]",2026-08-14 06:28:39.026212
HUB03-HUB07,2024-03-29,2024-03-31,"[0.7, 0.0, 0.4]","[11.4, 9.3, 23.0]",2026-08-14 06:28:39.026369
HUB05-HUB14,2025-08-15,2025-08-18,"[5.0, 11.4, 0.1, 17.8]","[15.4, 3.9, 11.1, 15.0]",2026-08-14 06:28:39.026523
HUB11-HUB06,2025-03-10,2025-03-14,"[0.4, 0.5, 0.7, None, 0.0]","[13.3, 14.0, 8.7, 10.3, 13.9]",2026-08-14 06:28:39.026710
HUB02-HUB12,2024-03-22,2024-03-25,"[1.3, 0.1, 0.0, 2.9]","[19.2, 4.5, 20.9, 14.6]",2026-08-14 06:28:39.026865
HUB14-HUB09,2025-07-15,2025-07-17,"[9.2, 23.2, 1.2]","[13.2, 16.3, 9.2]",2026-08-14 06:28:39.027002
HUB06-HUB07,2025-10-17,2025-10-18,"[0.0, 0.2]","[15.7, 10.8]",2026-08-14 06:28:39.027190
HUB17-HUB15,2024-05-18,2024-05-20,"[0.0, 0.0, 0.5]","[23.2, 11.3, 7.7]",2026-08-14 06:28:39.027341
HUB07-HUB09,2025-07-02,2025-07-04,"[0.0, 0.4, 0.0]","[16.3, 10.8, 10.5]",2026-08-14 06:28:39.027479
HUB13-HUB09,2025-06-04,2025-06-08,"[6.8, 0.6, 17.4, 0.4, 0.1]","[17.1, 15.4, 16.0, 21.9, 11.1]",2026-08-14 06:28:39.027647
HUB18-HUB05,2025-06-12,2025-06-15,"[0.4, 0.9, 0.6, 0.0]","[11.0, 10.5, 9.3, 17.3]",2026-08-14 06:28:39.027803
HUB12-HUB17,2025-03-02,2025-03-04,"[5.6, 0.1, 0.6]","[13.8, 19.6, 13.9]",2026-08-14 06:28:39.027941
HUB18-HUB08,2023-08-02,2023-08-04,"[0.2, 0.3, 0.4]","[14.5, 15.3, 5.7]",2026-08-14 06:28:39.028078
HUB13-HUB01,2024-04-21,2024-04-23,"[1.3, 0.0, 0.8]","[13.0, 16.7, 17.9]",2026-08-14 06:28:39.028254
HUB09-HUB17,2024-03-14,2024-03-16,"[0.3, 0.5, 0.0]","[8.7, 18.6, 6.1]",2026-08-14 06:28:39.028396
HUB18-HUB09,2023-03-02,2023-03-04,"[0.7, 0.0, 0.4]","[9.8, 18.1, 11.8]",2026-08-14 06:28:39.028530
HUB17-HUB16,2025-02-18,2025-02-20,"[1.1, 0.0, 0.3]","[13.2, 12.5, 9.2]",2026-08-14 06:28:39.028679
HUB17-HUB01,2023-08-17,2023-08-20,"[3.8, 3.5, 0.0, 1.1]","[15.0, 16.5, 13.7, 9.3]",2026-08-14 06:28:39.028828
HUB15-HUB02,2024-11-27,2024-11-28,"[0.0, 1.9]","[18.0, 18.5]",2026-08-14 06:28:39.028951
HUB02-HUB07,2025-10-05,2025-10-08,"[0.0, 0.0, 0.7, 0.4]","[12.4, 9.1, 15.4, 16.5]",2026-08-14 06:28:39.029095
HUB14-HUB04,2025-08-20,2025-08-23,"[0.4, 0.1, 0.0, 0.0]","[4.3, 11.8, 19.4, 3.8]",2026-08-14 06:28:39.029275
HUB05-HUB01,2025-02-22,2025-02-24,"[0.0, 0.0, 0.6]","[9.5, 13.4, 10.3]",2026-08-14 06:28:39.029415
HUB05-HUB01,2025-03-18,2025-03-21,"[1.2, 1.1, 0.0, 0.4]","[8.8, 18.7, 8.8, 10.2]",2026-08-14 06:28:39.029562
HUB15-HUB13,2024-11-01,2024-11-03,"[0.1, 1.5, 0.8]","[21.2, 15.9, 30.5]",2026-08-14 06:28:39.029711
HUB14-HUB08,2025-05-02,2025-05-05,"[0.0, 0.6, 0.8, 0.0]","[10.6, 15.5, 15.8, 10.7]",2026-08-14 06:28:39.029885
HUB02-HUB03,2024-11-13,2024-11-14,"[0.0, 0.0]","[22.7, 38.4]",2026-08-14 06:28:39.030194
HUB18-HUB15,2025-07-12,2025-07-14,"[25.2, 0.1, 10.5]","[23.6, 10.3, 11.9]",2026-08-14 06:28:39.030384
HUB13-HUB08,2025-02-17,2025-02-21,"[0.0, 0.1, 0.4, 0.0, 0.1]","[14.0, 12.6, 11.1, 20.6, 18.2]",2026-08-14 06:28:39.030553
HUB16-HUB11,2025-04-09,2025-04-11,"[0.3, 0.5, 0.0]","[11.4, 14.9, 6.0]",2026-08-14 06:28:39.030719
HUB17-HUB06,2023-05-01,2023-05-04,"[0.0, 0.0, 0.4, 0.3]","[10.3, 10.8, 11.5, 13.7]",2026-08-14 06:28:39.030875
HUB10-HUB05,2024-06-14,2024-06-17,"[3.4, 0.8, 0.1, 0.0]","[12.3, 9.7, 15.4, 10.8]",2026-08-14 06:28:39.031024
HUB06-HUB18,2023-08-22,2023-08-24,"[None, 4.1, 1.2]","[18.1, 4.4, 2.8]",2026-08-14 06:28:39.031195
HUB01-HUB08,2025-10-05,2025-10-07,"[0.5, 0.7, 0.0]","[16.4, 20.7, 15.3]",2026-08-14 06:28:39.031341
HUB13-HUB16,2024-09-17,2024-09-19,"[0.0, 0.0, 1.4]","[14.5, 15.7, 18.6]",2026-08-14 06:28:39.031476
HUB07-HUB02,2025-04-16,2025-04-19,"[0.3, 0.0, 0.4, 1.4]","[12.0, 9.6, 0.2, 19.5]",2026-08-14 06:28:39.031637
HUB08-HUB05,2023-08-15,2023-08-16,"[0.0, 19.5]","[11.8, 12.7]",2026-08-14 06:28:39.031775
HUB12-HUB07,2024-08-25,2024-08-30,"[0.1, 0.1, 0.0, 7.5, 0.0, 0.0]","[14.6, 17.8, 20.0, 15.1, 12.4, 10.1]",2026-08-14 06:28:39.031942
HUB08-HUB07,2023-09-30,2023-10-01,"[0.0, 0.1]","[18.1, 13.8]",2026-08-14 06:28:39.032069
HUB03-HUB07,2025-11-07,2025-11-09,"[0.0, 0.4, 5.6]","[18.7, 9.7, 16.8]",2026-08-14 06:28:39.032267
HUB16-HUB09,2023-09-27,2023-09-29,"[0.4, 11.3, 0.5]","[14.7, 16.6, 8.8]",2026-08-14 06:28:39.032415
HUB08-HUB05,2023-09-04,2023-09-05,"[0.8, 0.1]","[12.6, 10.0]",2026-08-14 06:28:39.032540
HUB13-HUB02,2024-02-18,2024-02-20,"[0.8, 0.0, 0.2]","[13.5, 11.2, 21.0]",2026-08-14 06:28:39.032688
HUB13-HUB04,2024-07-12,2024-07-15,"[0.0, 1.4, 0.9, 3.0]","[15.3, 14.7, 22.5, 13.9]",2026-08-14 06:28:39.032834
HUB05-HUB14,2024-08-28,2024-08-31,"[0.0, 12.8, 7.3, 0.0]","[9.2, 7.1, 11.7, 10.5]",2026-08-14 06:28:39.032979
HUB17-HUB04,2023-10-26,2023-10-29,"[0.6, 0.0, 8.1, 17.6]","[23.5, 14.6, 24.8, 25.9]",2026-08-14 06:28:39.033149
HUB18-HUB11,2023-08-11,2023-08-14,"[28.8, 0.0, 0.0, 1.0]","[9.7, 17.4, 12.8, 14.9]",2026-08-14 06:28:39.033314
HUB13-HUB03,2024-04-22,2024-04-25,"[0.0, 0.0, 0.0, 0.9]","[13.5, 8.9, 15.4, 20.3]",2026-08-14 06:28:39.033465
HUB16-HUB11,2023-03-11,2023-03-13,"[1.4, 0.5, 0.0]","[12.2, 16.3, 21.3]",2026-08-14 06:28:39.033612
HUB11-HUB03,2023-01-04,2023-01-07,"[0.8, 0.0, 0.5, 1.3]","[15.4, 10.5, 18.0, 10.4]",2026-08-14 06:28:39.033763
HUB06-HUB13,2024-10-21,2024-10-25,"[1.0, 0.0, 0.5, 0.0, 0.0]","[13.4, 25.0, 19.0, 9.0, 22.2]",2026-08-14 06:28:39.033920
HUB05-HUB18,2024-08-09,2024-08-11,"[1.1, 1.1, 2.2]","[20.1, 8.4, 20.9]",2026-08-14 06:28:39.034092
HUB17-HUB04,2025-08-13,2025-08-16,"[0.6, 1.1, 5.7, 0.7]","[8.9, 19.7, 3.9, 13.7]",2026-08-14 06:28:39.034278
HUB13-HUB12,2025-10-09,2025-10-10,"[None, 0.0]","[38.9, 19.0]",2026-08-14 06:28:39.034407
HUB09-HUB18,2025-04-14,2025-04-16,"[6.0, 0.4, 1.3]","[9.9, 10.9, 23.5]",2026-08-14 06:28:39.034543
HUB16-HUB12,2023-02-27,2023-03-03,"[0.0, 0.2, 0.4, 1.6, 0.2]","[20.2, 18.6, 15.9, 14.0, 18.4]",2026-08-14 06:28:39.034715
HUB11-HUB09,2023-08-26,2023-08-29,"[12.0, 0.4, 19.4, 12.6]","[12.2, 11.7, 18.9, 13.3]",2026-08-14 06:28:39.034863
HUB08-HUB02,2023-12-26,2023-12-29,"[2.5, 0.3, 0.5, 0.0]","[17.8, 20.2, 14.4, 17.0]",2026-08-14 06:28:39.035010
HUB02-HUB07,2024-07-09,2024-07-12,"[0.9, 29.0, 12.3, 0.0]","[10.5, 13.0, 15.0, 11.4]",2026-08-14 06:28:39.035190
HUB17-HUB04,2023-06-18,2023-06-21,"[1.2, 0.0, 0.0, 0.4]","[23.0, 16.0, 35.2, 16.3]",2026-08-14 06:28:39.035345
HUB02-HUB08,2024-03-17,2024-03-19,"[0.0, 0.8, 0.9]","[12.7, 16.6, 18.9]",2026-08-14 06:28:39.035481
HUB07-HUB09,2024-09-25,2024-09-27,"[0.0, 2.8, 0.1]","[12.7, 17.8, 16.7]",2026-08-14 06:28:39.035631
HUB11-HUB08,2023-04-01,2023-04-04,"[0.5, 0.9, 0.8, 1.0]","[12.7, 16.9, 10.9, 7.4]",2026-08-14 06:28:39.035788
HUB12-HUB07,2024-07-30,2024-08-03,"[0.0, 0.7, 0.7, 0.5, 1.8]","[12.6, 19.7, 8.4, 13.6, 17.8]",2026-08-14 06:28:39.035944
HUB12-HUB18,2023-01-03,2023-01-06,"[0.5, 0.0, 1.0, 0.3]","[26.3, 1.9, 9.7, 11.1]",2026-08-14 06:28:39.036089
HUB16-HUB05,2024-08-03,2024-08-05,"[0.8, 6.6, 3.1]","[12.8, 16.0, 13.8]",2026-08-14 06:28:39.036259
HUB10-HUB15,2025-03-09,2025-03-12,"[0.0, 0.0, 0.5, 0.0]","[17.2, 11.7, 16.1, 12.0]",2026-08-14 06:28:39.036408
HUB16-HUB14,2025-08-17,2025-08-19,"[0.8, 0.5, 0.0]","[17.0, 24.6, 16.6]",2026-08-14 06:28:39.036545
HUB11-HUB14,2023-06-18,2023-06-19,"[18.8, 0.5]","[11.6, 17.1]",2026-08-14 06:28:39.036683
